10192, 100, 20, 3, 10, 3600.03, 56
10192, 100, 20, 3, 10, 718.66, 30
10192, 100, 20, 3, 10, 805.71, 30
13668, 100, 20, 3, 10, 3600.02, 25
13668, 100, 20, 3, 10, 3600.03, 58
13668, 100, 20, 3, 10, 3600.03, 117
16168, 100, 20, 3, 10, 3600.03, 35
16168, 100, 20, 3, 10, 1882.44, 93
16168, 100, 20, 3, 10, 1777.86, 93
21743, 100, 20, 3, 10, 3600.03, 34
21743, 100, 20, 3, 10, 3600.02, 19
21743, 100, 20, 3, 10, 3600.02, 72
22333, 100, 20, 3, 10, 3600.03, 30
22333, 100, 20, 3, 10, 1506.74, 89
22333, 100, 20, 3, 10, 1136.94, 89
22868, 100, 20, 3, 10, 3600.02, 24
22868, 100, 20, 3, 10, 3600.04, 96
22868, 100, 20, 3, 10, 3319.02, 125
24661, 100, 20, 3, 10, 3600.02, 33
24661, 100, 20, 3, 10, 3600.03, 40
24661, 100, 20, 3, 10, 3600.03, 85
4204, 100, 20, 3, 10, 3600.03, 47
4204, 100, 20, 3, 10, 3600.03, 64
4204, 100, 20, 3, 10, 3600.03, 120
4909, 100, 20, 3, 10, 3600.03, 65
4909, 100, 20, 3, 10, 3600.03, 95
4909, 100, 20, 3, 10, 3600.03, 117
9513, 100, 20, 3, 10, 3600.02, 38
9513, 100, 20, 3, 10, 1153.59, 70
9513, 100, 20, 3, 10, 818.45, 70
12796, 100, 20, 4, 10, 3600.03, 95
12796, 100, 20, 4, 10, 3600.03, 38
12796, 100, 20, 4, 10, 3600.03, 214
14211, 100, 20, 4, 10, 3600.04, 54
14211, 100, 20, 4, 10, 3600.03, 59
14211, 100, 20, 4, 10, 3600.03, 158
15454, 100, 20, 4, 10, 3600.04, 40
15454, 100, 20, 4, 10, 3600.03, 90
15454, 100, 20, 4, 10, 2596.75, 105
16764, 100, 20, 4, 10, 3600.03, 134
16764, 100, 20, 4, 10, 3600.03, 145
16764, 100, 20, 4, 10, 3600.04, 272
19319, 100, 20, 4, 10, 3600.03, 77
19319, 100, 20, 4, 10, 3600.03, 65
19319, 100, 20, 4, 10, 3600.04, 295
19925, 100, 20, 4, 10, 0.20, 0
19925, 100, 20, 4, 10, 47.59, 0
19925, 100, 20, 4, 10, 9.35, 0
23750, 100, 20, 4, 10, 3600.03, 81
23750, 100, 20, 4, 10, 3600.04, 52
23750, 100, 20, 4, 10, 3600.03, 153
25472, 100, 20, 4, 10, 0.24, 0
25472, 100, 20, 4, 10, 510.07, 0
25472, 100, 20, 4, 10, 11.56, 0
7777, 100, 20, 4, 10, 3600.05, 160
7777, 100, 20, 4, 10, 3600.03, 83
7777, 100, 20, 4, 10, 3600.04, 209
910, 100, 20, 4, 10, 3600.03, 65
910, 100, 20, 4, 10, 3600.03, 67
910, 100, 20, 4, 10, 3600.04, 228
11430, 100, 20, 5, 10, 0.25, 0
11430, 100, 20, 5, 10, 99.87, 0
11430, 100, 20, 5, 10, 12.84, 0
12579, 100, 20, 5, 10, 3600.06, 444
12579, 100, 20, 5, 10, 3600.03, 32
12579, 100, 20, 5, 10, 3600.04, 219
25727, 100, 20, 5, 10, 0.21, 0
25727, 100, 20, 5, 10, 49.39, 0
25727, 100, 20, 5, 10, 13.32, 0
2815, 100, 20, 5, 10, 3600.03, 103
2815, 100, 20, 5, 10, 3600.04, 210
2815, 100, 20, 5, 10, 3600.04, 285
30954, 100, 20, 5, 10, 0.22, 0
30954, 100, 20, 5, 10, 278.31, 0
30954, 100, 20, 5, 10, 11.59, 0
31699, 100, 20, 5, 10, 3600.05, 88
31699, 100, 20, 5, 10, 3600.03, 83
31699, 100, 20, 5, 10, 3600.03, 251
5718, 100, 20, 5, 10, 3600.04, 63
5718, 100, 20, 5, 10, 3600.04, 204
5718, 100, 20, 5, 10, 3600.05, 432
5769, 100, 20, 5, 10, 3600.03, 126
5769, 100, 20, 5, 10, 3600.03, 95
5769, 100, 20, 5, 10, 3600.03, 232
6357, 100, 20, 5, 10, 3600.02, 84
6357, 100, 20, 5, 10, 3600.05, 269
6357, 100, 20, 5, 10, 2641.24, 362
7426, 100, 20, 5, 10, 3600.03, 163
7426, 100, 20, 5, 10, 3600.03, 44
7426, 100, 20, 5, 10, 3600.04, 227
13932, 150, 30, 3, 10, 3600.04, 29
13932, 150, 30, 3, 10, 3600.03, 28
13932, 150, 30, 3, 10, 3600.04, 83
15261, 150, 30, 3, 10, 3600.02, 49
15261, 150, 30, 3, 10, 3600.02, 0
15261, 150, 30, 3, 10, 3600.03, 64
17139, 150, 30, 3, 10, 3600.04, 42
17139, 150, 30, 3, 10, 3600.03, 47
17139, 150, 30, 3, 10, 3600.03, 72
18048, 150, 30, 3, 10, 3600.02, 41
18048, 150, 30, 3, 10, 3600.02, 5
18048, 150, 30, 3, 10, 3600.03, 57
206, 150, 30, 3, 10, 3600.04, 24
206, 150, 30, 3, 10, 3600.02, 9
206, 150, 30, 3, 10, 3600.03, 60
23138, 150, 30, 3, 10, 3600.04, 58
23138, 150, 30, 3, 10, 3600.02, 0
23138, 150, 30, 3, 10, 3600.03, 39
2394, 150, 30, 3, 10, 3600.03, 15
2394, 150, 30, 3, 10, 3600.03, 5
2394, 150, 30, 3, 10, 3600.03, 82
2447, 150, 30, 3, 10, 3600.05, 60
2447, 150, 30, 3, 10, 3600.02, 0
2447, 150, 30, 3, 10, 3600.04, 45
25469, 150, 30, 3, 10, 3600.04, 28
25469, 150, 30, 3, 10, 3600.02, 0
25469, 150, 30, 3, 10, 3600.03, 52
25512, 150, 30, 3, 10, 3600.02, 18
25512, 150, 30, 3, 10, 3600.02, 11
25512, 150, 30, 3, 10, 3600.02, 24
11753, 150, 30, 4, 10, 3600.03, 44
11753, 150, 30, 4, 10, 3600.02, 0
11753, 150, 30, 4, 10, 3600.03, 100
1187, 150, 30, 4, 10, 0.20, 0
1187, 150, 30, 4, 10, 3600.02, 0
1187, 150, 30, 4, 10, 24.63, 0
12780, 150, 30, 4, 10, 3600.04, 69
12780, 150, 30, 4, 10, 3600.02, 0
12780, 150, 30, 4, 10, 3600.03, 70
17082, 150, 30, 4, 10, 3600.05, 149
17082, 150, 30, 4, 10, 3600.03, 0
17082, 150, 30, 4, 10, 3600.03, 70
18129, 150, 30, 4, 10, 3600.06, 197
18129, 150, 30, 4, 10, 3600.02, 2
18129, 150, 30, 4, 10, 3600.04, 84
18841, 150, 30, 4, 10, 3600.06, 235
18841, 150, 30, 4, 10, 3600.02, 0
18841, 150, 30, 4, 10, 3600.03, 120
2232, 150, 30, 4, 10, 3600.04, 89
2232, 150, 30, 4, 10, 3600.02, 4
2232, 150, 30, 4, 10, 3600.03, 113
26721, 150, 30, 4, 10, 3600.03, 73
26721, 150, 30, 4, 10, 3600.02, 0
26721, 150, 30, 4, 10, 3600.04, 114
7551, 150, 30, 4, 10, 3600.03, 43
7551, 150, 30, 4, 10, 3600.03, 7
7551, 150, 30, 4, 10, 3600.03, 139
9425, 150, 30, 4, 10, 3600.04, 43
9425, 150, 30, 4, 10, 3600.05, 5
9425, 150, 30, 4, 10, 3600.03, 59
13903, 150, 30, 5, 10, 3600.08, 284
13903, 150, 30, 5, 10, 3600.03, 0
13903, 150, 30, 5, 10, 3600.04, 191
14684, 150, 30, 5, 10, 3600.05, 107
14684, 150, 30, 5, 10, 3600.02, 0
14684, 150, 30, 5, 10, 3600.04, 81
21548, 150, 30, 5, 10, 3600.06, 143
21548, 150, 30, 5, 10, 3600.02, 1
21548, 150, 30, 5, 10, 3600.04, 166
22973, 150, 30, 5, 10, 3600.13, 525
22973, 150, 30, 5, 10, 3600.02, 0
22973, 150, 30, 5, 10, 3600.04, 125
24540, 150, 30, 5, 10, 3600.06, 275
24540, 150, 30, 5, 10, 3600.02, 0
24540, 150, 30, 5, 10, 3600.04, 123
26557, 150, 30, 5, 10, 3600.08, 265
26557, 150, 30, 5, 10, 3600.02, 1
26557, 150, 30, 5, 10, 3600.03, 121
27430, 150, 30, 5, 10, 0.21, 0
27430, 150, 30, 5, 10, 3600.02, 0
27430, 150, 30, 5, 10, 27.05, 0
7486, 150, 30, 5, 10, 3600.10, 286
7486, 150, 30, 5, 10, 3600.02, 0
7486, 150, 30, 5, 10, 3600.03, 120
894, 150, 30, 5, 10, 3600.03, 34
894, 150, 30, 5, 10, 3600.06, 0
894, 150, 30, 5, 10, 3600.04, 169
9529, 150, 30, 5, 10, 3600.03, 132
9529, 150, 30, 5, 10, 3600.02, 0
9529, 150, 30, 5, 10, 3600.03, 137
